sentences,cleaned_text,sentiment_value,word_count,category,cleaned_text_1,polarity
some time it was conceived as a single core vehicle with,time conceiv singl core vehicl,0,11,Neutral,"['time', 'conceiv', 'singl', 'core', 'vehicl']",0.0
certain common subsystems to meet the requirements of,certain common subsystem meet requir,1,8,Positive,"['certain', 'common', 'subsystem', 'meet', 'requir']",-0.04285714285714286
the services for a quick reaction surfacetoair missile an,servic quick reaction surfacetoair missil,0,9,Neutral,"['servic', 'quick', 'reaction', 'surfacetoair', 'missil']",0.3333333333333333
antiradiation airtosurface missile which could be,antiradi airtosurfac missil could,0,6,Neutral,"['antiradi', 'airtosurfac', 'missil']",0.0
launched from helicopters or fixed wing aircraft i,launch helicopt fix wing aircraft,0,8,Neutral,"['launch', 'helicopt', 'fix', 'wing', 'aircraft']",0.0
emphasized the seaskimming role of the core vehicle to,emphas seaskim role core vehicl,0,9,Neutral,"['empha', 'seaskim', 'role', 'core', 'vehicl']",0.0
admiral dawson i focussed not on its technical intricacies,admir dawson focuss technic intricaci,0,9,Neutral,"['admir', 'dawson', 'focuss', 'technic', 'intricaci']",0.0
but on its battlefield capabilities and i highlighted the,battlefield capabl highlight,2,9,Positive,"['battlefield', 'capabl', 'highlight']",0.0
production plans the message was loud and clear to my,product plan messag loud clear,1,10,Positive,"['product', 'plan', 'messag', 'loud', 'clear']",0.1
new associates—do not make anything which you cannot,new associ make anyth cannot,0,8,Neutral,"['new', 'associ', 'anyth']",0.13636363636363635
sell later and do not spend your life on making one thing,sell later spend life make one thing,0,12,Neutral,"['sell', 'later', 'spend', 'life', 'thing']",0.0
only missile development is a multidimensional business,missil develop multidimension busi,0,7,Neutral,"['missil', 'develop', 'multidimension', 'busi']",0.0
—if you remain in any one dimension for a long time you,remain one dimens long time,0,12,Neutral,"['remain', 'dimen', 'long', 'time']",-0.05
will get stuck,get stuck,0,3,Neutral,['stick'],0.0
my initial few months at drdl were largely interactive i,initi month drdl larg interact,0,10,Neutral,"['initi', 'month', 'drdl', 'larg', 'interact']",0.0
had read at st joseph’s that an electron may appear as a,read st joseph electron may appear,0,12,Neutral,"['read', 'joseph', 'electron', 'appear']",0.0
particle or wave depending on how you look at it if you ask,particl wave depend look ask,0,13,Neutral,"['particl', 'wave', 'depend', 'look', 'ask']",0.0
a particle question it will give you a particle answer if you,particl question give particl answer,0,12,Neutral,"['particl', 'question', 'particl', 'answer']",0.0
ask a wave question it will give you a wave answer i not,ask wave question give wave answer,0,13,Neutral,"['ask', 'wave', 'question', 'wave', 'answer']",0.0
only described and explained our goals but also made,describ explain goal also made,0,9,Neutral,"['describ', 'explain', 'goal']",0.0
them an interplay between our work and ourselves i still,interplay work still,0,10,Neutral,"['interplay', 'work']",0.0
recall quoting ronald fischer at one of the meetings “the,recal quot ronald fischer one meet,0,10,Neutral,"['recal', 'quot', 'ronald', 'fischer', 'meet']",0.0
sweetness we taste in a piece of sugar is neither a,sweet tast piec sugar neither,0,11,Neutral,"['sweet', 'tast', 'piec', 'sugar']",0.35
property of the sugar nor a property of ourselves we are,properti sugar properti,0,11,Neutral,"['properti', 'sugar', 'properti']",0.0
producing the experience of sweetness in the process of,produc experi sweet process,0,9,Neutral,"['produc', 'experi', 'sweet', 'process']",0.35
interacting with the sugar”,interact sugar,0,4,Neutral,"['interact', 'sugar']",0.0
very good work on a surfacetosurface missile with a,good work surfacetosurfac missil,3,9,Positive,"['good', 'work', 'surfacetosurfac', 'missil']",0.7
vertical riseturn straight line climbballistic path had been,vertic riseturn straight line climbballist path,1,8,Positive,"['vertic', 'riseturn', 'straight', 'line', 'climbballist', 'path']",0.2
done by that time i was astonished to see the,done time astonish see,0,10,Neutral,"['time', 'astonish']",0.0
determination of the drdl workforce who in spite of the,determin drdl workforc spite,0,10,Neutral,"['determin', 'drdl', 'workforc', 'spite']",0.0
premature winding up of their earlier projects were eager,prematur wind earlier project eager,2,9,Positive,"['prematur', 'wind', 'early', 'project', 'eager']",0.0
to go ahead i arranged reviews for its various subsystems,go ahead arrang review variou subsystem,0,10,Neutral,"['ahead', 'arrang', 'review', 'variou', 'subsystem']",0.0
to arrive at precise specifications to the horror of many,arriv precis specif horror mani,0,10,Neutral,"['arriv', 'precis', 'specif', 'horror', 'mani']",0.0
oldtimers in drdo i started inviting people from the indian,oldtim drdo start invit peopl indian,1,10,Positive,"['oldtim', 'drdo', 'start', 'invit', 'peopl', 'indian']",0.0
institute of science indian institutes of technology council,institut scienc indian institut technolog council,0,8,Neutral,"['institut', 'scienc', 'indian', 'institut', 'technolog', 'council']",0.0
for scientific and industrial research tata institute of,scientif industri research tata institut,0,8,Neutral,"['scientif', 'industri', 'research', 'tata', 'institut']",0.0
fundamental research and many other educational,fundament research mani educ,0,6,Neutral,"['fundament', 'research', 'mani', 'educ']",0.0
institutions where related experts could be found i felt that,institut relat expert could found felt,0,10,Neutral,"['institut', 'relat', 'expert', 'find', 'feel']",0.0
the stuffy work centres of drdl needed a breath of fresh,stuffi work centr drdl need breath fresh,1,11,Positive,"['stuffi', 'work', 'centr', 'drdl', 'need', 'breath', 'fresh']",0.3
air once we opened the windows wide the light of,air open window wide light,0,10,Neutral,"['air', 'open', 'window', 'wide', 'light']",0.10000000000000002
scientific talent began to pour in once more coleridge’s,scientif talent began pour coleridg,0,9,Neutral,"['scientif', 'talent', 'begin', 'pour', 'coleridg']",0.0
ancient mariner came to mind “swiftly swiftly flew the,ancient marin came mind swiftli swiftli flew,4,9,Positive,"['ancient', 'marin', 'come', 'mind', 'swiftli', 'swiftli', 'fly']",0.0
ship riding gently the oncoming tide”,ship ride gentli oncom tide,0,6,Neutral,"['ship', 'ride', 'gentli', 'oncom', 'tide']",0.0
sometime in the beginning of 1983 prof dhawan,sometim begin prof dhawan,0,8,Neutral,"['sometim', 'begin', 'prof', 'dhawan']",0.0
visited drdl i reminded him of his own advice to me,visit drdl remind advic,0,11,Neutral,"['visit', 'drdl', 'remind', 'advic']",0.0
almost a decade ago “you have to dream before your,almost decad ago dream,1,10,Positive,"['decad', 'ago', 'dream']",0.0
dreams can come true some people stride towards,dream come true peopl stride toward,1,8,Positive,"['dream', 'come', 'true', 'peopl', 'stride']",0.35
whatever it is that they want in life others shuffle their feet,whatev want life other shuffl feet,1,12,Positive,"['whatev', 'want', 'life', 'shuffl', 'foot']",-0.125
and never get started because they do not know what they,never get start know,0,11,Neutral,"['start', 'know']",0.0
want—and do not know how to find it either” isro was,want know find either isro,1,11,Positive,"['want', 'know', 'find', 'isro']",0.0
lucky to have had prof sarabhai and prof dhawan at the,lucki prof sarabhai prof dhawan,3,11,Positive,"['lucki', 'prof', 'sarabhai', 'prof', 'dhawan']",0.0
helm—leaders who elucidated their goals made their,helm leader elucid goal made,0,7,Neutral,"['helm', 'leader', 'elucid', 'goal']",0.0
missions larger than their lives and could then inspire their,mission larger live could inspir,2,10,Positive,"['mission', 'large', 'live', 'inspir']",0.06818181818181818
entire workforce drdl had not been so lucky this,entir workforc drdl lucki,3,9,Positive,"['entir', 'workforc', 'drdl', 'lucki']",0.0
excellent laboratory played a truncated role that did not,excel laboratori play truncat role,3,9,Positive,"['excel', 'laboratori', 'play', 'truncat', 'role']",0.0
reflect its existing or potential capabilities or even fulfill the,reflect exist potenti capabl even fulfil,2,10,Positive,"['reflect', 'exist', 'potenti', 'capabl', 'fulfil']",0.0
expectations in south block i told prof dhawan about the,expect south block told prof dhawan,-1,10,Negative,"['expect', 'south', 'block', 'tell', 'prof', 'dhawan']",0.0
highly professional but slightly bewildered team i had prof,highli profession slightli bewild team prof,0,9,Neutral,"['highli', 'profession', 'slightli', 'bewild', 'team', 'prof']",0.0
dhawan responded with his characteristic broad smile,dhawan respond characterist broad smile,2,7,Positive,"['dhawan', 'respond', 'characterist', 'broad', 'smile']",0.18125
which could be interpreted in any way one chose,could interpret way one chose,0,9,Neutral,"['interpret', 'way', 'choose']",0.0
in order to accelerate the pace of rd activities at,order acceler pace rd activ,0,10,Neutral,"['order', 'acceler', 'pace', 'activ']",0.0
drdl it was imperative that decisions on vital scientific,drdl imper decis vital scientif,0,9,Neutral,"['drdl', 'imper', 'decis', 'vital', 'scientif']",0.1
technical and technological problems be taken quickly,technic technolog problem taken quickli,-2,7,Negative,"['technic', 'technolog', 'problem', 'take', 'quickli']",0.0
throughout my career i had zealously pursued openness in,throughout career zealous pursu open,0,9,Neutral,"['career', 'zealous', 'pursu', 'open']",0.0
scientific matters i had seen from very close quarters the,scientif matter seen close quarter,1,10,Positive,"['scientif', 'matter', 'see', 'close', 'quarter']",0.0
decay and disintegration that go with management through,decay disintegr go manag,0,8,Neutral,"['decay', 'disintegr', 'manag']",0.0
closeddoor consultations and secret manipulations i,closeddoor consult secret manipul,-1,6,Negative,"['closeddoor', 'consult', 'secret', 'manipul']",-0.4
always despised and resisted such efforts so the first,alway despis resist effort first,0,9,Neutral,"['alway', 'despis', 'resist', 'effort']",0.25
major decision which we took was to create a forum of,major decis took creat forum,0,11,Neutral,"['major', 'decis', 'take', 'creat', 'forum']",0.0625
senior scientists where important matters could be,senior scientist import matter could,3,7,Positive,"['senior', 'scientist', 'import', 'matter']",0.0
discussed,discuss,0,1,Neutral,['discuss'],0.0
plate 9 the twinengine indigenous hovercraft,plate twinengin indigen hovercraft,0,6,Neutral,"['plate', 'twinengin', 'indigen', 'hovercraft']",0.0
prototype nandi developed at ade bangalore as,prototyp nandi develop ade bangalor,0,7,Neutral,"['prototyp', 'nandi', 'develop', 'ade', 'bangalor']",0.0
inventor and pilot i took my rightful place at the,inventor pilot took right place,0,10,Neutral,"['inventor', 'pilot', 'take', 'right', 'place']",0.2857142857142857
controls,control,0,1,Neutral,['control'],0.0
    plate 10 the christian community in thumba very,plate christian commun thumba,0,8,Neutral,"['plate', 'christian', 'commun', 'thumba']",0.0
graciously gave up this beautiful church to house the,gracious gave beauti church hous,3,9,Positive,"['gracious', 'give', 'beauti', 'church', 'hous']",0.0
first unit of the space research centre,first unit space research centr,0,7,Neutral,"['unit', 'space', 'research', 'centr']",0.25
plate 11 with prof vikram sarabhai a great,plate prof vikram sarabhai great,3,8,Positive,"['plate', 'prof', 'vikram', 'sarabhai', 'great']",0.8
visionary and the master planner behind indias,visionari master planner behind india,3,7,Positive,"['visionari', 'master', 'planner', 'india']",-0.4
missile development programme at thumba,missil develop programm thumba,0,5,Neutral,"['missil', 'develop', 'programm', 'thumba']",0.0
    plate 12 two gurus of indian space research who,plate two guru indian space research,0,9,Neutral,"['plate', 'guru', 'indian', 'space', 'research']",0.0
mentored and gently guided the young scientists –,mentor gentli guid young scientist,0,8,Neutral,"['mentor', 'gentli', 'guid', 'young', 'scientist']",0.1
prof satish dhawan and dr brahm prakash – at one,prof satish dhawan dr brahm prakash one,0,10,Neutral,"['prof', 'satish', 'dhawan', 'brahm', 'prakash']",0.0
of the slv3 review meetings,slv review meet,0,5,Neutral,"['slv', 'review', 'meet']",0.0
   plate 13 a presentation by a member of my slv3,plate present member slv,0,10,Neutral,"['plate', 'present', 'member', 'slv']",0.0
team in an unusual move i made each of them,team unusu move made,0,10,Neutral,"['team', 'unusu']",0.0
present their portion of the work—my idea of project,present portion work idea project,0,9,Neutral,"['present', 'portion', 'work', 'idea', 'project']",0.0
management,manag,0,1,Neutral,['manag'],0.0
plate 14 dr brahm prakash inspecting slv3 in its,plate dr brahm prakash inspect slv,0,9,Neutral,"['plate', 'brahm', 'prakash', 'inspect', 'slv']",0.0
final phase of integration he helped me deal with,final phase integr help deal,2,9,Positive,"['final', 'phase', 'integr', 'help', 'deal']",0.0
subsequent frustrations in its launching and,subsequ frustrat launch,-2,6,Negative,"['subsequ', 'frustrat', 'launch']",0.0
consoled me when i was at my lowest ebb,consol lowest ebb,0,9,Neutral,"['consol', 'low', 'ebb']",0.0
plate 15 prof satish dhawan and i explaining slv,plate prof satish dhawan explain slv,0,9,Neutral,"['plate', 'prof', 'satish', 'dhawan', 'explain', 'slv']",0.0
3 results to prime minister indira gandhi,result prime minist indira gandhi,0,7,Neutral,"['result', 'prime', 'minist', 'indira', 'gandhi']",0.0
